Season,Team,format,MatchIndicator,TotalWin,TotalDraw,TotalLose,TotalPoints,Value
09/10,Bologna,Away,Away_Corners,3,7,9,16,60
09/10,Bologna,Away,Away_Fouls,3,7,9,16,346
09/10,Bologna,Away,Away_Red,3,7,9,16,2
09/10,Bologna,Away,Away_Shot_Acc,3,7,9,16,6.43
09/10,Bologna,Away,Away_Shots,3,7,9,16,167
09/10,Bologna,Away,Away_Shots_on_Target,3,7,9,16,50
09/10,Bologna,Away,Away_Yellow,3,7,9,16,39
09/10,Bologna,Away,FT_Away_Goals,3,7,9,16,17
09/10,Bologna,Away,HT_Away_Goals,3,7,9,16,12
09/10,Bologna,Home,FT_Home_Goals,7,5,7,26,25
09/10,Bologna,Home,Home_Corners,7,5,7,26,88
09/10,Bologna,Home,Home_Fouls,7,5,7,26,360
09/10,Bologna,Home,Home_Red,7,5,7,26,1
09/10,Bologna,Home,Home_Shot_Acc,7,5,7,26,6.8500000000000005
09/10,Bologna,Home,Home_Shots,7,5,7,26,206
09/10,Bologna,Home,Home_Shots_on_Target,7,5,7,26,69
09/10,Bologna,Home,Home_Yellow,7,5,7,26,31
09/10,Bologna,Home,HT_Home_Goals,7,5,7,26,14
10/11,Bologna,Away,Away_Corners,4,5,10,17,74
10/11,Bologna,Away,Away_Fouls,4,5,10,17,329
10/11,Bologna,Away,Away_Red,4,5,10,17,2
10/11,Bologna,Away,Away_Shot_Acc,4,5,10,17,6.36
10/11,Bologna,Away,Away_Shots,4,5,10,17,193
10/11,Bologna,Away,Away_Shots_on_Target,4,5,10,17,59
10/11,Bologna,Away,Away_Yellow,4,5,10,17,46
10/11,Bologna,Away,FT_Away_Goals,4,5,10,17,18
10/11,Bologna,Away,HT_Away_Goals,4,5,10,17,5
10/11,Bologna,Home,FT_Home_Goals,7,7,5,28,17
10/11,Bologna,Home,Home_Corners,7,7,5,28,100
10/11,Bologna,Home,Home_Fouls,7,7,5,28,290
10/11,Bologna,Home,Home_Red,7,7,5,28,2
10/11,Bologna,Home,Home_Shot_Acc,7,7,5,28,5.8500000000000005
10/11,Bologna,Home,Home_Shots,7,7,5,28,243
10/11,Bologna,Home,Home_Shots_on_Target,7,7,5,28,71
10/11,Bologna,Home,Home_Yellow,7,7,5,28,37
10/11,Bologna,Home,HT_Home_Goals,7,7,5,28,8
11/12,Bologna,Away,Away_Corners,5,8,6,23,66
11/12,Bologna,Away,Away_Fouls,5,8,6,23,314
11/12,Bologna,Away,Away_Red,5,8,6,23,0
11/12,Bologna,Away,Away_Shot_Acc,5,8,6,23,6.43
11/12,Bologna,Away,Away_Shots,5,8,6,23,208
11/12,Bologna,Away,Away_Shots_on_Target,5,8,6,23,71
11/12,Bologna,Away,Away_Yellow,5,8,6,23,51
11/12,Bologna,Away,FT_Away_Goals,5,8,6,23,18
11/12,Bologna,Away,HT_Away_Goals,5,8,6,23,7
11/12,Bologna,Home,FT_Home_Goals,8,4,7,28,23
11/12,Bologna,Home,Home_Corners,8,4,7,28,96
11/12,Bologna,Home,Home_Fouls,8,4,7,28,324
11/12,Bologna,Home,Home_Red,8,4,7,28,3
11/12,Bologna,Home,Home_Shot_Acc,8,4,7,28,6.82
11/12,Bologna,Home,Home_Shots,8,4,7,28,236
11/12,Bologna,Home,Home_Shots_on_Target,8,4,7,28,84
11/12,Bologna,Home,Home_Yellow,8,4,7,28,45
11/12,Bologna,Home,HT_Home_Goals,8,4,7,28,9
12/13,Bologna,Away,Away_Corners,5,3,11,18,88
12/13,Bologna,Away,Away_Fouls,5,3,11,18,305
12/13,Bologna,Away,Away_Red,5,3,11,18,3
12/13,Bologna,Away,Away_Shot_Acc,5,3,11,18,4.59
12/13,Bologna,Away,Away_Shots,5,3,11,18,207
12/13,Bologna,Away,Away_Shots_on_Target,5,3,11,18,51
12/13,Bologna,Away,Away_Yellow,5,3,11,18,57
12/13,Bologna,Away,FT_Away_Goals,5,3,11,18,16
12/13,Bologna,Away,HT_Away_Goals,5,3,11,18,4
12/13,Bologna,Home,FT_Home_Goals,6,8,5,26,30
12/13,Bologna,Home,Home_Corners,6,8,5,26,106
12/13,Bologna,Home,Home_Fouls,6,8,5,26,355
12/13,Bologna,Home,Home_Red,6,8,5,26,1
12/13,Bologna,Home,Home_Shot_Acc,6,8,5,26,6.66
12/13,Bologna,Home,Home_Shots,6,8,5,26,296
12/13,Bologna,Home,Home_Shots_on_Target,6,8,5,26,99
12/13,Bologna,Home,Home_Yellow,6,8,5,26,46
12/13,Bologna,Home,HT_Home_Goals,6,8,5,26,15
13/14,Bologna,Away,Away_Corners,2,6,11,12,74
13/14,Bologna,Away,Away_Fouls,2,6,11,12,295
13/14,Bologna,Away,Away_Red,2,6,11,12,2
13/14,Bologna,Away,Away_Shot_Acc,2,6,11,12,6.33
13/14,Bologna,Away,Away_Shots,2,6,11,12,223
13/14,Bologna,Away,Away_Shots_on_Target,2,6,11,12,73
13/14,Bologna,Away,Away_Yellow,2,6,11,12,48
13/14,Bologna,Away,FT_Away_Goals,2,6,11,12,13
13/14,Bologna,Away,HT_Away_Goals,2,6,11,12,6
13/14,Bologna,Home,FT_Home_Goals,3,8,8,17,15
13/14,Bologna,Home,Home_Corners,3,8,8,17,99
13/14,Bologna,Home,Home_Fouls,3,8,8,17,300
13/14,Bologna,Home,Home_Red,3,8,8,17,3
13/14,Bologna,Home,Home_Shot_Acc,3,8,8,17,6.16
13/14,Bologna,Home,Home_Shots,3,8,8,17,273
13/14,Bologna,Home,Home_Shots_on_Target,3,8,8,17,85
13/14,Bologna,Home,Home_Yellow,3,8,8,17,50
13/14,Bologna,Home,HT_Home_Goals,3,8,8,17,7
15/16,Bologna,Away,Away_Corners,6,4,9,22,78
15/16,Bologna,Away,Away_Fouls,6,4,9,22,237
15/16,Bologna,Away,Away_Red,6,4,9,22,5
15/16,Bologna,Away,Away_Shot_Acc,6,4,9,22,5.21
15/16,Bologna,Away,Away_Shots,6,4,9,22,186
15/16,Bologna,Away,Away_Shots_on_Target,6,4,9,22,53
15/16,Bologna,Away,Away_Yellow,6,4,9,22,39
15/16,Bologna,Away,FT_Away_Goals,6,4,9,22,13
15/16,Bologna,Away,HT_Away_Goals,6,4,9,22,5
15/16,Bologna,Home,FT_Home_Goals,5,5,9,20,20
15/16,Bologna,Home,Home_Corners,5,5,9,20,106
15/16,Bologna,Home,Home_Fouls,5,5,9,20,298
15/16,Bologna,Home,Home_Red,5,5,9,20,2
15/16,Bologna,Home,Home_Shot_Acc,5,5,9,20,5.9
15/16,Bologna,Home,Home_Shots,5,5,9,20,201
15/16,Bologna,Home,Home_Shots_on_Target,5,5,9,20,61
15/16,Bologna,Home,Home_Yellow,5,5,9,20,49
15/16,Bologna,Home,HT_Home_Goals,5,5,9,20,12
16/17,Bologna,Away,Away_Corners,3,6,10,15,62
16/17,Bologna,Away,Away_Fouls,3,6,10,15,246
16/17,Bologna,Away,Away_Red,3,6,10,15,6
16/17,Bologna,Away,Away_Shot_Acc,3,6,10,15,6.2700000000000005
16/17,Bologna,Away,Away_Shots,3,6,10,15,182
16/17,Bologna,Away,Away_Shots_on_Target,3,6,10,15,62
16/17,Bologna,Away,Away_Yellow,3,6,10,15,46
16/17,Bologna,Away,FT_Away_Goals,3,6,10,15,16
16/17,Bologna,Away,HT_Away_Goals,3,6,10,15,8
16/17,Bologna,Home,FT_Home_Goals,8,2,9,26,24
16/17,Bologna,Home,Home_Corners,8,2,9,26,94
16/17,Bologna,Home,Home_Fouls,8,2,9,26,240
16/17,Bologna,Home,Home_Red,8,2,9,26,5
16/17,Bologna,Home,Home_Shot_Acc,8,2,9,26,6.83
16/17,Bologna,Home,Home_Shots,8,2,9,26,240
16/17,Bologna,Home,Home_Shots_on_Target,8,2,9,26,83
16/17,Bologna,Home,Home_Yellow,8,2,9,26,38
16/17,Bologna,Home,HT_Home_Goals,8,2,9,26,9
17/18,Bologna,Away,Away_Corners,5,2,12,17,71
17/18,Bologna,Away,Away_Fouls,5,2,12,17,239
17/18,Bologna,Away,Away_Red,5,2,12,17,5
17/18,Bologna,Away,Away_Shot_Acc,5,2,12,17,6.26
17/18,Bologna,Away,Away_Shots,5,2,12,17,164
17/18,Bologna,Away,Away_Shots_on_Target,5,2,12,17,54
17/18,Bologna,Away,Away_Yellow,5,2,12,17,52
17/18,Bologna,Away,FT_Away_Goals,5,2,12,17,15
17/18,Bologna,Away,HT_Away_Goals,5,2,12,17,7
17/18,Bologna,Home,FT_Home_Goals,6,4,9,22,25
17/18,Bologna,Home,Home_Corners,6,4,9,22,80
17/18,Bologna,Home,Home_Fouls,6,4,9,22,241
17/18,Bologna,Home,Home_Red,6,4,9,22,1
17/18,Bologna,Home,Home_Shot_Acc,6,4,9,22,7.23
17/18,Bologna,Home,Home_Shots,6,4,9,22,189
17/18,Bologna,Home,Home_Shots_on_Target,6,4,9,22,69
17/18,Bologna,Home,Home_Yellow,6,4,9,22,50
17/18,Bologna,Home,HT_Home_Goals,6,4,9,22,14
18/19,Bologna,Away,Away_Corners,2,7,10,13,99
18/19,Bologna,Away,Away_Fouls,2,7,10,13,275
18/19,Bologna,Away,Away_Red,2,7,10,13,4
18/19,Bologna,Away,Away_Shot_Acc,2,7,10,13,10.24
18/19,Bologna,Away,Away_Shots,2,7,10,13,185
18/19,Bologna,Away,Away_Shots_on_Target,2,7,10,13,101
18/19,Bologna,Away,Away_Yellow,2,7,10,13,57
18/19,Bologna,Away,FT_Away_Goals,2,7,10,13,20
18/19,Bologna,Away,HT_Away_Goals,2,7,10,13,10
18/19,Bologna,Home,FT_Home_Goals,9,4,6,31,28
18/19,Bologna,Home,Home_Corners,9,4,6,31,108
18/19,Bologna,Home,Home_Fouls,9,4,6,31,231
18/19,Bologna,Home,Home_Red,9,4,6,31,2
18/19,Bologna,Home,Home_Shot_Acc,9,4,6,31,9.48
18/19,Bologna,Home,Home_Shots,9,4,6,31,193
18/19,Bologna,Home,Home_Shots_on_Target,9,4,6,31,98
18/19,Bologna,Home,Home_Yellow,9,4,6,31,35
18/19,Bologna,Home,HT_Home_Goals,9,4,6,31,7
09/10,Siena,Away,Away_Corners,3,3,13,12,106
09/10,Siena,Away,Away_Fouls,3,3,13,12,360
09/10,Siena,Away,Away_Red,3,3,13,12,3
09/10,Siena,Away,Away_Shot_Acc,3,3,13,12,6.94
09/10,Siena,Away,Away_Shots,3,3,13,12,224
09/10,Siena,Away,Away_Shots_on_Target,3,3,13,12,80
09/10,Siena,Away,Away_Yellow,3,3,13,12,54
09/10,Siena,Away,FT_Away_Goals,3,3,13,12,23
09/10,Siena,Away,HT_Away_Goals,3,3,13,12,7
09/10,Siena,Home,FT_Home_Goals,4,7,8,19,17
09/10,Siena,Home,Home_Corners,4,7,8,19,110
09/10,Siena,Home,Home_Fouls,4,7,8,19,349
09/10,Siena,Home,Home_Red,4,7,8,19,2
09/10,Siena,Home,Home_Shot_Acc,4,7,8,19,5.34
09/10,Siena,Home,Home_Shots,4,7,8,19,280
09/10,Siena,Home,Home_Shots_on_Target,4,7,8,19,81
09/10,Siena,Home,Home_Yellow,4,7,8,19,37
09/10,Siena,Home,HT_Home_Goals,4,7,8,19,5
11/12,Siena,Away,Away_Corners,3,7,9,16,66
11/12,Siena,Away,Away_Fouls,3,7,9,16,323
11/12,Siena,Away,Away_Red,3,7,9,16,1
11/12,Siena,Away,Away_Shot_Acc,3,7,9,16,7.1
11/12,Siena,Away,Away_Shots,3,7,9,16,178
11/12,Siena,Away,Away_Shots_on_Target,3,7,9,16,65
11/12,Siena,Away,Away_Yellow,3,7,9,16,50
11/12,Siena,Away,FT_Away_Goals,3,7,9,16,18
11/12,Siena,Away,HT_Away_Goals,3,7,9,16,9
11/12,Siena,Home,FT_Home_Goals,8,4,7,28,27
11/12,Siena,Home,Home_Corners,8,4,7,28,89
11/12,Siena,Home,Home_Fouls,8,4,7,28,294
11/12,Siena,Home,Home_Red,8,4,7,28,1
11/12,Siena,Home,Home_Shot_Acc,8,4,7,28,6.15
11/12,Siena,Home,Home_Shots,8,4,7,28,208
11/12,Siena,Home,Home_Shots_on_Target,8,4,7,28,70
11/12,Siena,Home,Home_Yellow,8,4,7,28,44
11/12,Siena,Home,HT_Home_Goals,8,4,7,28,10
12/13,Siena,Away,Away_Corners,3,4,12,13,91
12/13,Siena,Away,Away_Fouls,3,4,12,13,281
12/13,Siena,Away,Away_Red,3,4,12,13,4
12/13,Siena,Away,Away_Shot_Acc,3,4,12,13,6.39
12/13,Siena,Away,Away_Shots,3,4,12,13,186
12/13,Siena,Away,Away_Shots_on_Target,3,4,12,13,60
12/13,Siena,Away,Away_Yellow,3,4,12,13,45
12/13,Siena,Away,FT_Away_Goals,3,4,12,13,20
12/13,Siena,Away,HT_Away_Goals,3,4,12,13,7
12/13,Siena,Home,FT_Home_Goals,6,5,8,23,16
12/13,Siena,Home,Home_Corners,6,5,8,23,91
12/13,Siena,Home,Home_Fouls,6,5,8,23,311
12/13,Siena,Home,Home_Red,6,5,8,23,2
12/13,Siena,Home,Home_Shot_Acc,6,5,8,23,5.6
12/13,Siena,Home,Home_Shots,6,5,8,23,165
12/13,Siena,Home,Home_Shots_on_Target,6,5,8,23,49
12/13,Siena,Home,Home_Yellow,6,5,8,23,47
12/13,Siena,Home,HT_Home_Goals,6,5,8,23,9
09/10,Catania,Away,Away_Corners,2,8,9,14,71
09/10,Catania,Away,Away_Fouls,2,8,9,14,403
09/10,Catania,Away,Away_Red,2,8,9,14,3
09/10,Catania,Away,Away_Shot_Acc,2,8,9,14,6.390000000000001
09/10,Catania,Away,Away_Shots,2,8,9,14,187
09/10,Catania,Away,Away_Shots_on_Target,2,8,9,14,62
09/10,Catania,Away,Away_Yellow,2,8,9,14,46
09/10,Catania,Away,FT_Away_Goals,2,8,9,14,19
09/10,Catania,Away,HT_Away_Goals,2,8,9,14,10
09/10,Catania,Home,FT_Home_Goals,8,7,4,31,25
09/10,Catania,Home,Home_Corners,8,7,4,31,110
09/10,Catania,Home,Home_Fouls,8,7,4,31,375
09/10,Catania,Home,Home_Red,8,7,4,31,4
09/10,Catania,Home,Home_Shot_Acc,8,7,4,31,5.97
09/10,Catania,Home,Home_Shots,8,7,4,31,252
09/10,Catania,Home,Home_Shots_on_Target,8,7,4,31,75
09/10,Catania,Home,Home_Yellow,8,7,4,31,44
09/10,Catania,Home,HT_Home_Goals,8,7,4,31,13
10/11,Catania,Away,Away_Corners,1,6,12,9,73
10/11,Catania,Away,Away_Fouls,1,6,12,9,344
10/11,Catania,Away,Away_Red,1,6,12,9,3
10/11,Catania,Away,Away_Shot_Acc,1,6,12,9,5.04
10/11,Catania,Away,Away_Shots,1,6,12,9,230
10/11,Catania,Away,Away_Shots_on_Target,1,6,12,9,60
10/11,Catania,Away,Away_Yellow,1,6,12,9,36
10/11,Catania,Away,FT_Away_Goals,1,6,12,9,13
10/11,Catania,Away,HT_Away_Goals,1,6,12,9,8
10/11,Catania,Home,FT_Home_Goals,11,4,4,37,27
10/11,Catania,Home,Home_Corners,11,4,4,37,123
10/11,Catania,Home,Home_Fouls,11,4,4,37,285
10/11,Catania,Home,Home_Red,11,4,4,37,4
10/11,Catania,Home,Home_Shot_Acc,11,4,4,37,5.64
10/11,Catania,Home,Home_Shots,11,4,4,37,286
10/11,Catania,Home,Home_Shots_on_Target,11,4,4,37,85
10/11,Catania,Home,Home_Yellow,11,4,4,37,30
10/11,Catania,Home,HT_Home_Goals,11,4,4,37,6
11/12,Catania,Away,Away_Corners,2,10,7,16,91
11/12,Catania,Away,Away_Fouls,2,10,7,16,292
11/12,Catania,Away,Away_Red,2,10,7,16,5
11/12,Catania,Away,Away_Shot_Acc,2,10,7,16,6.72
11/12,Catania,Away,Away_Shots,2,10,7,16,265
11/12,Catania,Away,Away_Shots_on_Target,2,10,7,16,89
11/12,Catania,Away,Away_Yellow,2,10,7,16,40
11/12,Catania,Away,FT_Away_Goals,2,10,7,16,23
11/12,Catania,Away,HT_Away_Goals,2,10,7,16,10
11/12,Catania,Home,FT_Home_Goals,9,5,5,32,24
11/12,Catania,Home,Home_Corners,9,5,5,32,108
11/12,Catania,Home,Home_Fouls,9,5,5,32,295
11/12,Catania,Home,Home_Red,9,5,5,32,1
11/12,Catania,Home,Home_Shot_Acc,9,5,5,32,5.85
11/12,Catania,Home,Home_Shots,9,5,5,32,283
11/12,Catania,Home,Home_Shots_on_Target,9,5,5,32,87
11/12,Catania,Home,Home_Yellow,9,5,5,32,34
11/12,Catania,Home,HT_Home_Goals,9,5,5,32,9
12/13,Catania,Away,Away_Corners,3,7,9,16,76
12/13,Catania,Away,Away_Fouls,3,7,9,16,342
12/13,Catania,Away,Away_Red,3,7,9,16,2
12/13,Catania,Away,Away_Shot_Acc,3,7,9,16,5.91
12/13,Catania,Away,Away_Shots,3,7,9,16,208
12/13,Catania,Away,Away_Shots_on_Target,3,7,9,16,66
12/13,Catania,Away,Away_Yellow,3,7,9,16,45
12/13,Catania,Away,FT_Away_Goals,3,7,9,16,19
12/13,Catania,Away,HT_Away_Goals,3,7,9,16,7
12/13,Catania,Home,FT_Home_Goals,12,4,3,40,31
12/13,Catania,Home,Home_Corners,12,4,3,40,88
12/13,Catania,Home,Home_Fouls,12,4,3,40,324
12/13,Catania,Home,Home_Red,12,4,3,40,6
12/13,Catania,Home,Home_Shot_Acc,12,4,3,40,6.54
12/13,Catania,Home,Home_Shots,12,4,3,40,261
12/13,Catania,Home,Home_Shots_on_Target,12,4,3,40,82
12/13,Catania,Home,Home_Yellow,12,4,3,40,45
12/13,Catania,Home,HT_Home_Goals,12,4,3,40,9
13/14,Catania,Away,Away_Corners,1,2,16,5,89
13/14,Catania,Away,Away_Fouls,1,2,16,5,313
13/14,Catania,Away,Away_Red,1,2,16,5,6
13/14,Catania,Away,Away_Shot_Acc,1,2,16,5,4.35
13/14,Catania,Away,Away_Shots,1,2,16,5,216
13/14,Catania,Away,Away_Shots_on_Target,1,2,16,5,52
13/14,Catania,Away,Away_Yellow,1,2,16,5,49
13/14,Catania,Away,FT_Away_Goals,1,2,16,5,9
13/14,Catania,Away,HT_Away_Goals,1,2,16,5,6
13/14,Catania,Home,FT_Home_Goals,7,6,6,27,25
13/14,Catania,Home,Home_Corners,7,6,6,27,90
13/14,Catania,Home,Home_Fouls,7,6,6,27,328
13/14,Catania,Home,Home_Red,7,6,6,27,2
13/14,Catania,Home,Home_Shot_Acc,7,6,6,27,6.6
13/14,Catania,Home,Home_Shots,7,6,6,27,268
13/14,Catania,Home,Home_Shots_on_Target,7,6,6,27,94
13/14,Catania,Home,Home_Yellow,7,6,6,27,42
13/14,Catania,Home,HT_Home_Goals,7,6,6,27,9
09/10,Genoa,Away,Away_Corners,3,4,12,13,80
09/10,Genoa,Away,Away_Fouls,3,4,12,13,380
09/10,Genoa,Away,Away_Red,3,4,12,13,4
09/10,Genoa,Away,Away_Shot_Acc,3,4,12,13,5.28
09/10,Genoa,Away,Away_Shots,3,4,12,13,182
09/10,Genoa,Away,Away_Shots_on_Target,3,4,12,13,53
09/10,Genoa,Away,Away_Yellow,3,4,12,13,47
09/10,Genoa,Away,FT_Away_Goals,3,4,12,13,15
09/10,Genoa,Away,HT_Away_Goals,3,4,12,13,7
09/10,Genoa,Home,FT_Home_Goals,11,5,3,38,42
09/10,Genoa,Home,Home_Corners,11,5,3,38,105
09/10,Genoa,Home,Home_Fouls,11,5,3,38,379
09/10,Genoa,Home,Home_Red,11,5,3,38,4
09/10,Genoa,Home,Home_Shot_Acc,11,5,3,38,8.11
09/10,Genoa,Home,Home_Shots,11,5,3,38,245
09/10,Genoa,Home,Home_Shots_on_Target,11,5,3,38,97
09/10,Genoa,Home,Home_Yellow,11,5,3,38,48
09/10,Genoa,Home,HT_Home_Goals,11,5,3,38,20
10/11,Genoa,Away,Away_Corners,4,6,9,18,100
10/11,Genoa,Away,Away_Fouls,4,6,9,18,314
10/11,Genoa,Away,Away_Red,4,6,9,18,2
10/11,Genoa,Away,Away_Shot_Acc,4,6,9,18,4.76
10/11,Genoa,Away,Away_Shots,4,6,9,18,228
10/11,Genoa,Away,Away_Shots_on_Target,4,6,9,18,58
10/11,Genoa,Away,Away_Yellow,4,6,9,18,30
10/11,Genoa,Away,FT_Away_Goals,4,6,9,18,16
10/11,Genoa,Away,HT_Away_Goals,4,6,9,18,6
10/11,Genoa,Home,FT_Home_Goals,10,3,6,33,29
10/11,Genoa,Home,Home_Corners,10,3,6,33,119
10/11,Genoa,Home,Home_Fouls,10,3,6,33,287
10/11,Genoa,Home,Home_Red,10,3,6,33,3
10/11,Genoa,Home,Home_Shot_Acc,10,3,6,33,6.16
10/11,Genoa,Home,Home_Shots,10,3,6,33,309
10/11,Genoa,Home,Home_Shots_on_Target,10,3,6,33,98
10/11,Genoa,Home,Home_Yellow,10,3,6,33,35
10/11,Genoa,Home,HT_Home_Goals,10,3,6,33,14
11/12,Genoa,Away,Away_Corners,2,3,14,9,95
11/12,Genoa,Away,Away_Fouls,2,3,14,9,292
11/12,Genoa,Away,Away_Red,2,3,14,9,6
11/12,Genoa,Away,Away_Shot_Acc,2,3,14,9,6.93
11/12,Genoa,Away,Away_Shots,2,3,14,9,202
11/12,Genoa,Away,Away_Shots_on_Target,2,3,14,9,77
11/12,Genoa,Away,Away_Yellow,2,3,14,9,43
11/12,Genoa,Away,FT_Away_Goals,2,3,14,9,21
11/12,Genoa,Away,HT_Away_Goals,2,3,14,9,6
11/12,Genoa,Home,FT_Home_Goals,9,6,4,33,29
11/12,Genoa,Home,Home_Corners,9,6,4,33,120
11/12,Genoa,Home,Home_Fouls,9,6,4,33,293
11/12,Genoa,Home,Home_Red,9,6,4,33,5
11/12,Genoa,Home,Home_Shot_Acc,9,6,4,33,6.86
11/12,Genoa,Home,Home_Shots,9,6,4,33,238
11/12,Genoa,Home,Home_Shots_on_Target,9,6,4,33,86
11/12,Genoa,Home,Home_Yellow,9,6,4,33,44
11/12,Genoa,Home,HT_Home_Goals,9,6,4,33,12
12/13,Genoa,Away,Away_Corners,3,7,9,16,76
12/13,Genoa,Away,Away_Fouls,3,7,9,16,312
12/13,Genoa,Away,Away_Red,3,7,9,16,4
12/13,Genoa,Away,Away_Shot_Acc,3,7,9,16,7.04
12/13,Genoa,Away,Away_Shots,3,7,9,16,194
12/13,Genoa,Away,Away_Shots_on_Target,3,7,9,16,72
12/13,Genoa,Away,Away_Yellow,3,7,9,16,48
12/13,Genoa,Away,FT_Away_Goals,3,7,9,16,12
12/13,Genoa,Away,HT_Away_Goals,3,7,9,16,3
12/13,Genoa,Home,FT_Home_Goals,5,7,7,22,26
12/13,Genoa,Home,Home_Corners,5,7,7,22,97
12/13,Genoa,Home,Home_Fouls,5,7,7,22,302
12/13,Genoa,Home,Home_Red,5,7,7,22,0
12/13,Genoa,Home,Home_Shot_Acc,5,7,7,22,6.7
12/13,Genoa,Home,Home_Shots,5,7,7,22,257
12/13,Genoa,Home,Home_Shots_on_Target,5,7,7,22,89
12/13,Genoa,Home,Home_Yellow,5,7,7,22,53
12/13,Genoa,Home,HT_Home_Goals,5,7,7,22,13
13/14,Genoa,Away,Away_Corners,3,6,10,15,66
13/14,Genoa,Away,Away_Fouls,3,6,10,15,310
13/14,Genoa,Away,Away_Red,3,6,10,15,4
13/14,Genoa,Away,Away_Shot_Acc,3,6,10,15,NaN
13/14,Genoa,Away,Away_Shots,3,6,10,15,131
13/14,Genoa,Away,Away_Shots_on_Target,3,6,10,15,45
13/14,Genoa,Away,Away_Yellow,3,6,10,15,49
13/14,Genoa,Away,FT_Away_Goals,3,6,10,15,19
13/14,Genoa,Away,HT_Away_Goals,3,6,10,15,9
13/14,Genoa,Home,FT_Home_Goals,8,5,6,29,22
13/14,Genoa,Home,Home_Corners,8,5,6,29,114
13/14,Genoa,Home,Home_Fouls,8,5,6,29,295
13/14,Genoa,Home,Home_Red,8,5,6,29,1
13/14,Genoa,Home,Home_Shot_Acc,8,5,6,29,7.38
13/14,Genoa,Home,Home_Shots,8,5,6,29,244
13/14,Genoa,Home,Home_Shots_on_Target,8,5,6,29,90
13/14,Genoa,Home,Home_Yellow,8,5,6,29,45
13/14,Genoa,Home,HT_Home_Goals,8,5,6,29,8
14/15,Genoa,Away,Away_Corners,7,5,7,26,105
14/15,Genoa,Away,Away_Fouls,7,5,7,26,340
14/15,Genoa,Away,Away_Red,7,5,7,26,4
14/15,Genoa,Away,Away_Shot_Acc,7,5,7,26,6.9
14/15,Genoa,Away,Away_Shots,7,5,7,26,239
14/15,Genoa,Away,Away_Shots_on_Target,7,5,7,26,89
14/15,Genoa,Away,Away_Yellow,7,5,7,26,56
14/15,Genoa,Away,FT_Away_Goals,7,5,7,26,29
14/15,Genoa,Away,HT_Away_Goals,7,5,7,26,13
14/15,Genoa,Home,FT_Home_Goals,9,6,4,33,33
14/15,Genoa,Home,Home_Corners,9,6,4,33,127
14/15,Genoa,Home,Home_Fouls,9,6,4,33,294
14/15,Genoa,Home,Home_Red,9,6,4,33,2
14/15,Genoa,Home,Home_Shot_Acc,9,6,4,33,7.23
14/15,Genoa,Home,Home_Shots,9,6,4,33,249
14/15,Genoa,Home,Home_Shots_on_Target,9,6,4,33,88
14/15,Genoa,Home,Home_Yellow,9,6,4,33,46
14/15,Genoa,Home,HT_Home_Goals,9,6,4,33,16
15/16,Genoa,Away,Away_Corners,3,4,12,13,82
15/16,Genoa,Away,Away_Fouls,3,4,12,13,339
15/16,Genoa,Away,Away_Red,3,4,12,13,4
15/16,Genoa,Away,Away_Shot_Acc,3,4,12,13,5.94
15/16,Genoa,Away,Away_Shots,3,4,12,13,205
15/16,Genoa,Away,Away_Shots_on_Target,3,4,12,13,61
15/16,Genoa,Away,Away_Yellow,3,4,12,13,40
15/16,Genoa,Away,FT_Away_Goals,3,4,12,13,16
15/16,Genoa,Away,HT_Away_Goals,3,4,12,13,8
15/16,Genoa,Home,FT_Home_Goals,10,3,6,33,29
15/16,Genoa,Home,Home_Corners,10,3,6,33,115
15/16,Genoa,Home,Home_Fouls,10,3,6,33,293
15/16,Genoa,Home,Home_Red,10,3,6,33,5
15/16,Genoa,Home,Home_Shot_Acc,10,3,6,33,5.84
15/16,Genoa,Home,Home_Shots,10,3,6,33,263
15/16,Genoa,Home,Home_Shots_on_Target,10,3,6,33,88
15/16,Genoa,Home,Home_Yellow,10,3,6,33,42
15/16,Genoa,Home,HT_Home_Goals,10,3,6,33,9
16/17,Genoa,Away,Away_Corners,3,2,14,11,108
16/17,Genoa,Away,Away_Fouls,3,2,14,11,309
16/17,Genoa,Away,Away_Red,3,2,14,11,3
16/17,Genoa,Away,Away_Shot_Acc,3,2,14,11,5.7700000000000005
16/17,Genoa,Away,Away_Shots,3,2,14,11,218
16/17,Genoa,Away,Away_Shots_on_Target,3,2,14,11,65
16/17,Genoa,Away,Away_Yellow,3,2,14,11,41
16/17,Genoa,Away,FT_Away_Goals,3,2,14,11,14
16/17,Genoa,Away,HT_Away_Goals,3,2,14,11,3
16/17,Genoa,Home,FT_Home_Goals,6,7,6,25,24
16/17,Genoa,Home,Home_Corners,6,7,6,25,84
16/17,Genoa,Home,Home_Fouls,6,7,6,25,314
16/17,Genoa,Home,Home_Red,6,7,6,25,5
16/17,Genoa,Home,Home_Shot_Acc,6,7,6,25,7.4
16/17,Genoa,Home,Home_Shots,6,7,6,25,225
16/17,Genoa,Home,Home_Shots_on_Target,6,7,6,25,82
16/17,Genoa,Home,Home_Yellow,6,7,6,25,48
16/17,Genoa,Home,HT_Home_Goals,6,7,6,25,11
17/18,Genoa,Away,Away_Corners,5,5,9,20,80
17/18,Genoa,Away,Away_Fouls,5,5,9,20,286
17/18,Genoa,Away,Away_Red,5,5,9,20,3
17/18,Genoa,Away,Away_Shot_Acc,5,5,9,20,6.03
